log2FoldChange,pvalue,padj,LLgeneAbbrev
-0.51296185,0.000680358,0.082287468,si:ch1073-340i21.3
-0.402840737,0.000684053,0.082340418,slco5a1b
0.591924868,0.000691471,0.082838833,FQ311908.1
-0.65975912,0.000699286,0.083380015,fhl1a
0.575666718,0.000702716,0.083395571,stxbp4
0.797761366,0.000724198,0.085239258,esco2
-0.428451432,0.000727922,0.085239258,si:ch211-93f2.1
0.476082663,0.000736234,0.085239258,rgs4
0.386659435,0.000737625,0.085239258,lin7c
0.391723616,0.000740581,0.085239258,sept5b
0.600983834,0.000741328,0.085239258,atad5a
0.722096372,0.000743253,0.085239258,add1
0.722190479,0.000750763,0.085239258,cx44.2
0.478230297,0.000752371,0.085239258,ace
-0.436923407,0.000753802,0.085239258,ackr3b
-0.762761509,0.000755344,0.085239258,CU693481.1
-0.4097775,0.000766027,0.086060557,fam13a
-0.580365179,0.000781871,0.08745196,CT025690.1
0.669904872,0.00079544,0.088577718,bbox1
1.685627411,0.00080877,0.08927074,foxe3
-0.72566678,0.000808984,0.08927074,gnrh2
-1.117847821,0.000812258,0.08927074,BX005105.1
0.962817387,0.000826926,0.090489345,ntrk1
-0.503796161,0.000855438,0.093205837,si:dkey-239h2.3
-0.70680665,0.000864585,0.093442441,cand2
0.625052402,0.000868107,0.093442441,serpine1
-0.441557778,0.000870326,0.093442441,ca6
-0.421081958,0.000872396,0.093442441,cdc40
0.715570806,0.000881392,0.093731327,inka1b
0.87737398,0.000882509,0.093731327,BX908782.2
0.513203448,0.00089073,0.093926611,micall1a
0.537649001,0.000891779,0.093926611,gldn
0.986032966,0.000899704,0.094368107,BX927362.2
0.448126676,0.000905157,0.094547732,matn1
-1.395044231,0.000920585,0.095377819,cyb561a3b
-0.479960776,0.000922071,0.095377819,sh2d3cb
0.781233433,0.000924423,0.095377819,CABZ01010098.1
0.734242196,0.000950704,0.097690642,zmp:0000000906
1.099524816,0.000955241,0.09775943,si:dkey-27p18.3
-0.494894232,0.000971585,0.099031173,rgn
0.678175783,0.000979178,0.099234151,ap1ar
0.811352232,0.000986598,0.099234151,XLOC_000695
-0.389063579,0.00098886,0.099234151,si:ch1073-291c23.2
-0.531937336,0.000989279,0.099234151,mboat1
-0.66283366,0.00100431,0.100343652,slc7a8b
0.813297859,0.001041927,0.103692294,otulina
1.76244588,0.001061503,0.104847322,si:ch73-236c18.3
0.664259213,0.001061829,0.104847322,zgc:114046
0.452610308,0.001078154,0.10604508,ubash3ba
1.274286908,0.001099076,0.107683875,LOC101885432
-0.40089566,0.001125421,0.109839357,lrit1b
0.483590783,0.001158813,0.112581684,hyou1
-0.437329602,0.001162427,0.112581684,myorg
-0.511827617,0.001174786,0.113344418,thap1
1.888862623,0.001215883,0.116863508,rac1l
-0.751533527,0.001235285,0.118278558,tmem175
-0.295207821,0.001257529,0.119954013,pik3ip1
0.394806516,0.00129917,0.123264331,cpeb2
-0.742578799,0.001301985,0.123264331,LOC101886621
-0.597250237,0.00131148,0.123699931,vps72b
0.456839526,0.001340046,0.125178147,col11a2
0.363403435,0.00134317,0.125178147,rbpjb
-0.582929069,0.001347402,0.125178147,CU633479.1
1.097413386,0.00135115,0.125178147,si:ch211-250g4.3
0.586673551,0.001358238,0.125178147,rrbp1a
0.462442627,0.001360166,0.125178147,angptl7
0.465321878,0.001361816,0.125178147,ctsl.1
-0.643432175,0.00137001,0.12547165,C14orf28
-0.683718005,0.001374937,0.12547165,pvalb3
